seconds,hours,Date & Time, Pressure (mBar), Weight (g),dv,dt,Flux (LMH),,,Surface area (m2),0.011545353,
37415,10.39305556,10-08-22 16:00:35,99.69,173.76,0.32,0.00138889,19.95606507,,,,,
37420,10.39444444,10-08-22 16:00:41,88.52,174.14,0.38,0.00138888,23.69799789,,,,,
37425,10.39583333,10-08-22 16:00:46,98.45,174.53,0.39,0.00138889,24.3214543,,,,,
37430,10.39722222,10-08-22 16:00:51,97.21,174.85,0.32,0.00138889,19.95606507,,,,,
37435,10.39861111,10-08-22 16:00:56,84.8,175.26,0.41,0.00138889,25.56870837,,,,,
37441,10.40027778,10-08-22 16:01:01,102.17,175.59,0.33,0.00166667,17.14972284,,,,,
37446,10.40166667,10-08-22 16:01:06,91,175.96,0.37,0.00138889,23.07420023,,,,,
37451,10.40305556,10-08-22 16:01:12,95.97,176.35,0.39,0.00138889,24.3214543,,,,,
37456,10.40444444,10-08-22 16:01:17,97.21,176.68,0.33,0.00138888,20.57984027,,,,,
37461,10.40583333,10-08-22 16:01:22,84.8,177.07,0.39,0.00138889,24.3214543,,,,,
37467,10.4075,10-08-22 16:01:27,100.93,177.42,0.35,0.00166667,18.18909998,,,,,
37472,10.40888889,10-08-22 16:01:32,92.25,177.78,0.36,0.00138889,22.4505732,,,,,
37477,10.41027778,10-08-22 16:01:38,92.25,178.18,0.4,0.00138889,24.94508133,,,,,
37482,10.41166667,10-08-22 16:01:43,98.45,178.5,0.32,0.00138889,19.95606507,,,,,
37487,10.41305556,10-08-22 16:01:48,84.8,178.9,0.4,0.00138889,24.94508133,,,,,
37492,10.41444444,10-08-22 16:01:53,102.17,179.25,0.35,0.00138888,21.82710332,,,,,
37498,10.41611111,10-08-22 16:01:58,92.25,179.6,0.35,0.00166667,18.18909998,,,,,
37503,10.4175,10-08-22 16:02:03,89.76,180,0.4,0.00138889,24.94508133,,,,,
37508,10.41888889,10-08-22 16:02:09,98.45,180.33,0.33,0.00138889,20.5796921,,,,,
37513,10.42027778,10-08-22 16:02:14,83.56,180.71,0.38,0.00138889,23.69782727,,,,,
37518,10.42166667,10-08-22 16:02:19,12.81,180.43,-0.28,0.00138889,-17.46155693,,,,,
37524,10.42333333,10-08-22 16:02:24,-0.84,178.5,-1.93,0.00166666,-100.300496,,,,,
37529,10.42472222,10-08-22 16:02:29,-2.09,176.29,-2.21,0.00138889,-137.8215744,,,,,
37534,10.42611111,10-08-22 16:02:34,-2.09,174.1,-2.19,0.00138889,-136.5743203,,,,,
37539,10.4275,10-08-22 16:02:40,-2.09,171.88,-2.22,0.00138889,-138.4452014,,,,,
37544,10.42888889,10-08-22 16:02:45,-2.09,169.66,-2.22,0.00138889,-138.4452014,,,,,
37549,10.43027778,10-08-22 16:02:50,0.4,167.47,-2.19,0.00138889,-136.5743203,,,,,
37555,10.43194444,10-08-22 16:02:55,62.46,166.5,-0.97,0.00166666,-50.41009383,,,,,
37560,10.43333333,10-08-22 16:03:00,83.56,166.72,0.22,0.00138889,13.71979473,,,,,
37565,10.43472222,10-08-22 16:03:06,83.56,167.02,0.3,0.00138889,18.708811,,,,,
37570,10.43611111,10-08-22 16:03:11,78.59,167.44,0.42,0.00138889,26.1923354,,,,,
37575,10.4375,10-08-22 16:03:16,87.28,167.74,0.3,0.00138889,18.708811,,,,,
37580,10.43888889,10-08-22 16:03:21,77.35,168.14,0.4,0.00138889,24.94508133,,,,,
37586,10.44055556,10-08-22 16:03:26,87.28,168.5,0.36,0.00166667,18.70878855,,,,,
37591,10.44194444,10-08-22 16:03:31,83.56,168.83,0.33,0.00138888,20.57984027,,,,,
37596,10.44333333,10-08-22 16:03:37,74.87,169.27,0.44,0.00138889,27.43958947,,,,,
37601,10.44472222,10-08-22 16:03:42,88.52,166.42,-2.85,0.00138889,-177.7337045,,,,,
37606,10.44611111,10-08-22 16:03:47,77.35,99.99,-66.43,0.00138889,-4142.754382,,,,,
37612,10.44777778,10-08-22 16:03:52,87.28,104.7,4.71,0.00166667,244.7733168,,,,,
37617,10.44916667,10-08-22 16:03:57,84.8,105.02,0.32,0.00138889,19.95606507,,,,,
37622,10.45055556,10-08-22 16:04:03,74.87,105.46,0.44,0.00138889,27.43958947,,,,,
37627,10.45194444,10-08-22 16:04:08,88.52,105.76,0.3,0.00138888,18.7089457,,,,,
37632,10.45333333,10-08-22 16:04:13,79.83,106.14,0.38,0.00138889,23.69782727,,,,,
37637,10.45472222,10-08-22 16:04:18,86.04,106.54,0.4,0.00138889,24.94508133,,,,,
37643,10.45638889,10-08-22 16:04:23,84.8,106.85,0.31,0.00166667,16.1103457,,,,,
37648,10.45777778,10-08-22 16:04:28,73.63,107.29,0.44,0.00138889,27.43958947,,,,,
37653,10.45916667,10-08-22 16:04:34,89.76,107.61,0.32,0.00138889,19.95606507,,,,,
37658,10.46055556,10-08-22 16:04:39,81.07,107.97,0.36,0.00138889,22.4505732,,,,,
37663,10.46194444,10-08-22 16:04:44,83.56,108.38,0.41,0.00138888,25.56889246,,,,,
37669,10.46361111,10-08-22 16:04:49,86.04,108.69,0.31,0.00166667,16.11034569,,,,,
37674,10.465,10-08-22 16:04:54,73.63,109.12,0.43,0.00138889,26.81596243,,,,,
37679,10.46638889,10-08-22 16:05:00,89.76,109.45,0.33,0.00138889,20.5796921,,,,,
37684,10.46777778,10-08-22 16:05:05,81.07,109.8,0.35,0.00138889,21.82694617,,,,,
37689,10.46916667,10-08-22 16:05:10,81.07,110.22,0.42,0.00138889,26.1923354,,,,,
37694,10.47055556,10-08-22 16:05:15,87.28,110.54,0.32,0.00138889,19.95606507,,,,,
37700,10.47222222,10-08-22 16:05:20,76.11,110.94,0.4,0.00166666,20.78766756,,,,,
37705,10.47361111,10-08-22 16:05:25,91,111.3,0.36,0.00138889,22.4505732,,,,,
37710,10.475,10-08-22 16:05:31,83.56,111.63,0.33,0.00138889,20.5796921,,,,,
37715,10.47638889,10-08-22 16:05:36,78.59,112.06,0.43,0.00138889,26.81596243,,,,,
37720,10.47777778,10-08-22 16:05:41,88.52,112.36,0.3,0.00138889,18.708811,,,,,
37726,10.47944444,10-08-22 16:05:46,76.11,112.75,0.39,0.00166666,20.26797587,,,,,
37731,10.48083333,10-08-22 16:05:51,89.76,113.12,0.37,0.00138889,23.07420023,,,,,
37736,10.48222222,10-08-22 16:05:57,84.8,113.45,0.33,0.00138889,20.5796921,,,,,
37741,10.48361111,10-08-22 16:06:02,78.59,113.88,0.43,0.00138889,26.81596243,,,,,
37746,10.485,10-08-22 16:06:07,91,114.2,0.32,0.00138889,19.95606507,,,,,
37751,10.48638889,10-08-22 16:06:12,81.07,114.58,0.38,0.00138889,23.69782727,,,,,
37757,10.48805556,10-08-22 16:06:17,89.76,114.96,0.38,0.00166667,19.74816569,,,,,
37762,10.48944444,10-08-22 16:06:22,87.28,115.29,0.33,0.00138888,20.57984027,,,,,
37767,10.49083333,10-08-22 16:06:28,77.35,115.7,0.41,0.00138889,25.56870837,,,,,
37772,10.49222222,10-08-22 16:06:33,92.25,116.03,0.33,0.00138889,20.5796921,,,,,
37777,10.49361111,10-08-22 16:06:38,82.32,116.4,0.37,0.00138889,23.07420023,,,,,
37783,10.49527778,10-08-22 16:06:43,89.76,116.8,0.4,0.00166667,20.78754283,,,,,
37788,10.49666667,10-08-22 16:06:48,87.28,117.13,0.33,0.00138889,20.5796921,,,,,
37793,10.49805556,10-08-22 16:06:54,77.35,117.54,0.41,0.00138889,25.56870837,,,,,
37798,10.49944444,10-08-22 16:06:59,92.25,117.88,0.34,0.00138888,21.2034718,,,,,
37803,10.50083333,10-08-22 16:07:04,84.8,118.23,0.35,0.00138889,21.82694617,,,,,
37808,10.50222222,10-08-22 16:07:09,88.52,118.64,0.41,0.00138889,25.56870837,,,,,
37814,10.50388889,10-08-22 16:07:14,88.52,118.96,0.32,0.00166667,16.63003427,,,,,
37819,10.50527778,10-08-22 16:07:19,81.07,119.37,0.41,0.00138889,25.56870837,,,,,
37824,10.50666667,10-08-22 16:07:25,93.49,119.71,0.34,0.00138889,21.20331913,,,,,
37829,10.50805556,10-08-22 16:07:30,86.04,120.06,0.35,0.00138889,21.82694617,,,,,
37834,10.50944444,10-08-22 16:07:35,84.8,120.48,0.42,0.00138888,26.19252399,,,,,
37840,10.51111111,10-08-22 16:07:40,92.25,120.8,0.32,0.00166667,16.63003427,,,,,
37845,10.5125,10-08-22 16:07:45,79.83,121.19,0.39,0.00138889,24.3214543,,,,,
37850,10.51388889,10-08-22 16:07:50,92.25,121.56,0.37,0.00138889,23.07420023,,,,,
37855,10.51527778,10-08-22 16:07:56,86.04,121.9,0.34,0.00138889,21.20331913,,,,,
37860,10.51666667,10-08-22 16:08:01,82.32,122.31,0.41,0.00138889,25.56870837,,,,,
37865,10.51805556,10-08-22 16:08:06,92.25,122.64,0.33,0.00138889,20.5796921,,,,,
37871,10.51972222,10-08-22 16:08:11,81.07,123.02,0.38,0.00166666,19.74828418,,,,,
37876,10.52111111,10-08-22 16:08:16,93.49,123.4,0.38,0.00138889,23.69782727,,,,,
37881,10.5225,10-08-22 16:08:22,88.52,123.73,0.33,0.00138889,20.5796921,,,,,
37886,10.52388889,10-08-22 16:08:27,79.83,124.15,0.42,0.00138889,26.1923354,,,,,
37891,10.52527778,10-08-22 16:08:32,91,124.48,0.33,0.00138889,20.5796921,,,,,
37896,10.52666667,10-08-22 16:08:37,83.56,124.85,0.37,0.00138889,23.07420023,,,,,
37902,10.52833333,10-08-22 16:08:42,91,125.24,0.39,0.00166666,20.26797587,,,,,
37907,10.52972222,10-08-22 16:08:47,89.76,125.57,0.33,0.00138889,20.5796921,,,,,
37912,10.53111111,10-08-22 16:08:53,81.07,125.98,0.41,0.00138889,25.56870837,,,,,
37917,10.5325,10-08-22 16:08:58,94.73,126.3,0.32,0.00138889,19.95606507,,,,,
37922,10.53388889,10-08-22 16:09:03,84.8,126.68,0.38,0.00138889,23.69782727,,,,,
37928,10.53555556,10-08-22 16:09:08,89.76,127.06,0.38,0.00166667,19.74816569,,,,,
37933,10.53694444,10-08-22 16:09:13,91,127.38,0.32,0.00138888,19.95620875,,,,,
37938,10.53833333,10-08-22 16:09:19,79.83,127.8,0.42,0.00138889,26.1923354,,,,,
37943,10.53972222,10-08-22 16:09:24,94.73,128.14,0.34,0.00138889,21.20331913,,,,,
37948,10.54111111,10-08-22 16:09:29,86.04,128.49,0.35,0.00138889,21.82694617,,,,,
37953,10.5425,10-08-22 16:09:34,88.52,128.89,0.4,0.00138889,24.94508133,,,,,
37959,10.54416667,10-08-22 16:09:39,92.25,129.21,0.32,0.00166667,16.63003427,,,,,
37964,10.54555556,10-08-22 16:09:45,79.83,129.62,0.41,0.00138889,25.56870837,,,,,
37969,10.54694444,10-08-22 16:09:50,95.97,129.96,0.34,0.00138888,21.2034718,,,,,
37974,10.54833333,10-08-22 16:09:55,87.28,130.31,0.35,0.00138889,21.82694617,,,,,
37979,10.54972222,10-08-22 16:10:00,84.8,130.73,0.42,0.00138889,26.1923354,,,,,
37985,10.55138889,10-08-22 16:10:05,93.49,131.03,0.3,0.00166667,15.59065712,,,,,
37990,10.55277778,10-08-22 16:10:10,81.07,131.44,0.41,0.00138889,25.56870837,,,,,
37995,10.55416667,10-08-22 16:10:16,93.49,131.8,0.36,0.00138889,22.4505732,,,,,
38000,10.55555556,10-08-22 16:10:21,88.52,132.12,0.32,0.00138889,19.95606507,,,,,
38005,10.55694444,10-08-22 16:10:26,83.56,132.54,0.42,0.00138888,26.19252399,,,,,
38010,10.55833333,10-08-22 16:10:31,93.49,132.86,0.32,0.00138889,19.95606507,,,,,
38016,10.56,10-08-22 16:10:36,83.56,133.26,0.4,0.00166667,20.78754283,,,,,
38021,10.56138889,10-08-22 16:10:41,93.49,133.62,0.36,0.00138889,22.4505732,,,,,
38026,10.56277778,10-08-22 16:10:47,89.76,133.96,0.34,0.00138889,21.20331913,,,,,
38031,10.56416667,10-08-22 16:10:52,81.07,134.37,0.41,0.00138889,25.56870837,,,,,
38036,10.56555556,10-08-22 16:10:57,94.73,134.69,0.32,0.00138889,19.95606507,,,,,
38042,10.56722222,10-08-22 16:11:02,84.8,135.06,0.37,0.00166666,19.22859249,,,,,
38047,10.56861111,10-08-22 16:11:07,92.25,135.45,0.39,0.00138889,24.3214543,,,,,
38052,10.57,10-08-22 16:11:13,89.76,135.78,0.33,0.00138889,20.5796921,,,,,
38057,10.57138889,10-08-22 16:11:18,78.59,136.19,0.41,0.00138889,25.56870837,,,,,
38062,10.57277778,10-08-22 16:11:23,95.97,136.52,0.33,0.00138889,20.5796921,,,,,
38067,10.57416667,10-08-22 16:11:28,84.8,136.88,0.36,0.00138889,22.4505732,,,,,
38073,10.57583333,10-08-22 16:11:33,89.76,137.28,0.4,0.00166666,20.78766756,,,,,
38078,10.57722222,10-08-22 16:11:38,91,137.6,0.32,0.00138889,19.95606507,,,,,
38083,10.57861111,10-08-22 16:11:44,79.83,138,0.4,0.00138889,24.94508133,,,,,
38088,10.58,10-08-22 16:11:49,95.97,138.34,0.34,0.00138889,21.20331913,,,,,
38093,10.58138889,10-08-22 16:11:54,87.28,138.7,0.36,0.00138889,22.4505732,,,,,
38099,10.58305556,10-08-22 16:11:59,88.52,139.1,0.4,0.00166667,20.78754283,,,,,
38104,10.58444444,10-08-22 16:12:04,92.25,139.43,0.33,0.00138888,20.57984027,,,,,
38109,10.58583333,10-08-22 16:12:10,81.07,139.83,0.4,0.00138889,24.94508133,,,,,
38114,10.58722222,10-08-22 16:12:15,95.97,140.18,0.35,0.00138889,21.82694617,,,,,
38119,10.58861111,10-08-22 16:12:20,88.52,140.53,0.35,0.00138889,21.82694617,,,,,
38124,10.59,10-08-22 16:12:25,84.8,140.93,0.4,0.00138889,24.94508133,,,,,
38130,10.59166667,10-08-22 16:12:30,92.25,141.26,0.33,0.00166667,17.14972284,,,,,
38135,10.59305556,10-08-22 16:12:35,82.32,141.64,0.38,0.00138889,23.69782727,,,,,
38140,10.59444444,10-08-22 16:12:41,97.21,142.01,0.37,0.00138888,23.07436637,,,,,
38145,10.59583333,10-08-22 16:12:46,88.52,142.36,0.35,0.00138889,21.82694617,,,,,
38150,10.59722222,10-08-22 16:12:51,81.07,142.76,0.4,0.00138889,24.94508133,,,,,
38156,10.59888889,10-08-22 16:12:56,93.49,143.09,0.33,0.00166667,17.14972284,,,,,
38161,10.60027778,10-08-22 16:13:01,83.56,143.47,0.38,0.00138889,23.69782727,,,,,
38166,10.60166667,10-08-22 16:13:07,93.49,143.84,0.37,0.00138889,23.07420023,,,,,
38171,10.60305556,10-08-22 16:13:12,89.76,144.18,0.34,0.00138889,21.20331913,,,,,
38176,10.60444444,10-08-22 16:13:17,81.07,144.59,0.41,0.00138888,25.56889246,,,,,
38181,10.60583333,10-08-22 16:13:22,94.73,144.92,0.33,0.00138889,20.5796921,,,,,
38187,10.6075,10-08-22 16:13:27,84.8,145.29,0.37,0.00166667,19.22847712,,,,,
38192,10.60888889,10-08-22 16:13:32,91,145.69,0.4,0.00138889,24.94508133,,,,,
38197,10.61027778,10-08-22 16:13:38,89.76,146.01,0.32,0.00138889,19.95606507,,,,,
38202,10.61166667,10-08-22 16:13:43,78.59,146.42,0.41,0.00138889,25.56870837,,,,,
38207,10.61305556,10-08-22 16:13:48,93.49,146.75,0.33,0.00138889,20.5796921,,,,,
38213,10.61472222,10-08-22 16:13:53,84.8,147.11,0.36,0.00166666,18.7089008,,,,,
38218,10.61611111,10-08-22 16:13:58,88.52,147.51,0.4,0.00138889,24.94508133,,,,,
38223,10.6175,10-08-22 16:14:04,89.76,147.84,0.33,0.00138889,20.5796921,,,,,
38228,10.61888889,10-08-22 16:14:09,78.59,148.25,0.41,0.00138889,25.56870837,,,,,
38233,10.62027778,10-08-22 16:14:14,93.49,148.59,0.34,0.00138889,21.20331913,,,,,
38238,10.62166667,10-08-22 16:14:19,79.83,148.94,0.35,0.00138889,21.82694617,,,,,
38244,10.62333333,10-08-22 16:14:24,83.56,149.36,0.42,0.00166666,21.82705094,,,,,
38249,10.62472222,10-08-22 16:14:29,91,149.68,0.32,0.00138889,19.95606507,,,,,
38254,10.62611111,10-08-22 16:14:35,79.83,150.07,0.39,0.00138889,24.3214543,,,,,
38259,10.6275,10-08-22 16:14:40,93.49,150.43,0.36,0.00138889,22.4505732,,,,,
38264,10.62888889,10-08-22 16:14:45,87.28,150.78,0.35,0.00138889,21.82694617,,,,,
38270,10.63055556,10-08-22 16:14:50,81.07,151.2,0.42,0.00166667,21.82691997,,,,,
38275,10.63194444,10-08-22 16:14:55,92.25,151.52,0.32,0.00138888,19.95620875,,,,,
38280,10.63333333,10-08-22 16:15:01,82.32,151.9,0.38,0.00138889,23.69782727,,,,,
38285,10.63472222,10-08-22 16:15:06,92.25,152.28,0.38,0.00138889,23.69782727,,,,,
38290,10.63611111,10-08-22 16:15:11,88.52,152.61,0.33,0.00138889,20.5796921,,,,,
38295,10.6375,10-08-22 16:15:16,79.83,153.03,0.42,0.00138889,26.1923354,,,,,
38301,10.63916667,10-08-22 16:15:21,93.49,153.35,0.32,0.00166667,16.63003427,,,,,
38306,10.64055556,10-08-22 16:15:26,84.8,153.73,0.38,0.00138889,23.69782727,,,,,
38311,10.64194444,10-08-22 16:15:32,91,154.1,0.37,0.00138888,23.07436637,,,,,
38316,10.64333333,10-08-22 16:15:37,88.52,154.44,0.34,0.00138889,21.20331913,,,,,
38321,10.64472222,10-08-22 16:15:42,78.59,154.85,0.41,0.00138889,25.56870837,,,,,
38327,10.64638889,10-08-22 16:15:47,92.25,155.18,0.33,0.00166667,17.14972284,,,,,
38332,10.64777778,10-08-22 16:15:52,83.56,155.55,0.37,0.00138889,23.07420023,,,,,
38337,10.64916667,10-08-22 16:15:58,88.52,155.95,0.4,0.00138889,24.94508133,,,,,
38342,10.65055556,10-08-22 16:16:03,91,156.27,0.32,0.00138889,19.95606507,,,,,
38347,10.65194444,10-08-22 16:16:08,78.59,156.68,0.41,0.00138888,25.56889246,,,,,
38352,10.65333333,10-08-22 16:16:13,93.49,157.02,0.34,0.00138889,21.20331913,,,,,
38358,10.655,10-08-22 16:16:18,84.8,157.38,0.36,0.00166667,18.70878855,,,,,
38363,10.65638889,10-08-22 16:16:24,87.28,157.79,0.41,0.00138889,25.56870837,,,,,
38368,10.65777778,10-08-22 16:16:29,91,158.1,0.31,0.00138889,19.33243803,,,,,
38373,10.65916667,10-08-22 16:16:34,78.59,158.5,0.4,0.00138889,24.94508133,,,,,
38378,10.66055556,10-08-22 16:16:39,93.49,158.85,0.35,0.00138889,21.82694617,,,,,
38384,10.66222222,10-08-22 16:16:44,87.28,159.2,0.35,0.00166666,18.18920911,,,,,
38389,10.66361111,10-08-22 16:16:49,83.56,159.61,0.41,0.00138889,25.56870837,,,,,
38394,10.665,10-08-22 16:16:55,91,159.93,0.32,0.00138889,19.95606507,,,,,
38399,10.66638889,10-08-22 16:17:00,81.07,160.31,0.38,0.00138889,23.69782727,,,,,
38404,10.66777778,10-08-22 16:17:05,92.25,160.68,0.37,0.00138889,23.07420023,,,,,
38409,10.66916667,10-08-22 16:17:10,87.28,161.02,0.34,0.00138889,21.20331913,,,,,
38415,10.67083333,10-08-22 16:17:15,81.07,161.43,0.41,0.00166666,21.30735925,,,,,
38420,10.67222222,10-08-22 16:17:20,93.49,161.75,0.32,0.00138889,19.95606507,,,,,
38425,10.67361111,10-08-22 16:17:26,83.56,162.13,0.38,0.00138889,23.69782727,,,,,
38430,10.675,10-08-22 16:17:31,93.49,162.51,0.38,0.00138889,23.69782727,,,,,
38435,10.67638889,10-08-22 16:17:36,88.52,162.84,0.33,0.00138889,20.5796921,,,,,
38441,10.67805556,10-08-22 16:17:41,79.83,163.25,0.41,0.00166667,21.3072314,,,,,
38446,10.67944444,10-08-22 16:17:46,93.49,163.58,0.33,0.00138888,20.57984027,,,,,
38451,10.68083333,10-08-22 16:17:51,83.56,163.95,0.37,0.00138889,23.07420023,,,,,
38456,10.68222222,10-08-22 16:17:57,91,164.34,0.39,0.00138889,24.3214543,,,,,
38461,10.68361111,10-08-22 16:18:02,89.76,164.66,0.32,0.00138889,19.95606507,,,,,
38466,10.685,10-08-22 16:18:07,78.59,165.07,0.41,0.00138889,25.56870837,,,,,
38472,10.68666667,10-08-22 16:18:12,93.49,165.4,0.33,0.00166667,17.14972284,,,,,
38477,10.68805556,10-08-22 16:18:17,84.8,165.77,0.37,0.00138889,23.07420023,,,,,
38482,10.68944444,10-08-22 16:18:23,89.76,166.17,0.4,0.00138888,24.94526094,,,,,
38487,10.69083333,10-08-22 16:18:28,91,166.49,0.32,0.00138889,19.95606507,,,,,
38492,10.69222222,10-08-22 16:18:33,79.83,166.9,0.41,0.00138889,25.56870837,,,,,
38498,10.69388889,10-08-22 16:18:38,94.73,167.24,0.34,0.00166667,17.66941141,,,,,
38503,10.69527778,10-08-22 16:18:43,86.04,167.6,0.36,0.00138889,22.4505732,,,,,
38508,10.69666667,10-08-22 16:18:49,87.28,168.01,0.41,0.00138889,25.56870837,,,,,
38513,10.69805556,10-08-22 16:18:54,92.25,168.32,0.31,0.00138889,19.33243803,,,,,
38518,10.69944444,10-08-22 16:18:59,79.83,168.72,0.4,0.00138888,24.94526094,,,,,
38523,10.70083333,10-08-22 16:19:04,94.73,169.07,0.35,0.00138889,21.82694617,,,,,
38529,10.7025,10-08-22 16:19:09,87.28,169.42,0.35,0.00166667,18.18909998,,,,,
38534,10.70388889,10-08-22 16:19:14,83.56,169.83,0.41,0.00138889,25.56870837,,,,,
38539,10.70527778,10-08-22 16:19:20,92.25,170.15,0.32,0.00138889,19.95606507,,,,,
38544,10.70666667,10-08-22 16:19:25,81.07,170.54,0.39,0.00138889,24.3214543,,,,,
38549,10.70805556,10-08-22 16:19:30,94.73,170.9,0.36,0.00138889,22.4505732,,,,,
38554,10.70944444,10-08-22 16:19:35,87.28,171.25,0.35,0.00138888,21.82710332,,,,,
38560,10.71111111,10-08-22 16:19:40,81.07,171.66,0.41,0.00166667,21.3072314,,,,,
38565,10.7125,10-08-22 16:19:46,93.49,171.98,0.32,0.00138889,19.95606507,,,,,
38570,10.71388889,10-08-22 16:19:51,82.32,172.36,0.38,0.00138889,23.69782727,,,,,
38575,10.71527778,10-08-22 16:19:56,92.25,172.74,0.38,0.00138889,23.69782727,,,,,
38580,10.71666667,10-08-22 16:20:01,89.76,173.07,0.33,0.00138889,20.5796921,,,,,
38586,10.71833333,10-08-22 16:20:06,79.83,173.48,0.41,0.00166666,21.30735925,,,,,
38591,10.71972222,10-08-22 16:20:11,94.73,173.81,0.33,0.00138889,20.5796921,,,,,
38596,10.72111111,10-08-22 16:20:17,83.56,174.17,0.36,0.00138889,22.4505732,,,,,
38601,10.7225,10-08-22 16:20:22,91,174.57,0.4,0.00138889,24.94508133,,,,,
38606,10.72388889,10-08-22 16:20:27,89.76,174.9,0.33,0.00138889,20.5796921,,,,,
38611,10.72527778,10-08-22 16:20:32,78.59,175.3,0.4,0.00138889,24.94508133,,,,,
38617,10.72694444,10-08-22 16:20:37,93.49,175.64,0.34,0.00166666,17.66951742,,,,,
38622,10.72833333,10-08-22 16:20:42,86.04,175.99,0.35,0.00138889,21.82694617,,,,,
38627,10.72972222,10-08-22 16:20:48,89.76,176.4,0.41,0.00138889,25.56870837,,,,,
38632,10.73111111,10-08-22 16:20:53,89.76,176.72,0.32,0.00138889,19.95606507,,,,,
38637,10.7325,10-08-22 16:20:58,79.83,177.12,0.4,0.00138889,24.94508133,,,,,
38643,10.73416667,10-08-22 16:21:03,94.73,177.46,0.34,0.00166667,17.66941141,,,,,
38648,10.73555556,10-08-22 16:21:08,87.28,177.81,0.35,0.00138889,21.82694617,,,,,
38653,10.73694444,10-08-22 16:21:14,83.56,178.24,0.43,0.00138888,26.81615551,,,,,
38658,10.73833333,10-08-22 16:21:19,91,178.55,0.31,0.00138889,19.33243803,,,,,
38663,10.73972222,10-08-22 16:21:24,81.07,178.93,0.38,0.00138889,23.69782727,,,,,
38668,10.74111111,10-08-22 16:21:29,94.73,179.29,0.36,0.00138889,22.4505732,,,,,
38674,10.74277778,10-08-22 16:21:34,87.28,179.64,0.35,0.00166667,18.18909998,,,,,
38679,10.74416667,10-08-22 16:21:39,82.32,180.06,0.42,0.00138889,26.1923354,,,,,
38684,10.74555556,10-08-22 16:21:45,92.25,180.38,0.32,0.00138889,19.95606507,,,,,
38689,10.74694444,10-08-22 16:21:50,82.32,180.76,0.38,0.00138888,23.69799789,,,,,
38694,10.74833333,10-08-22 16:21:55,93.49,181.14,0.38,0.00138889,23.69782727,,,,,
38700,10.75,10-08-22 16:22:00,88.52,181.48,0.34,0.00166667,17.66941141,,,,,
38705,10.75138889,10-08-22 16:22:05,81.07,181.89,0.41,0.00138889,25.56870837,,,,,
38710,10.75277778,10-08-22 16:22:11,93.49,182.22,0.33,0.00138889,20.5796921,,,,,
38715,10.75416667,10-08-22 16:22:16,83.56,182.59,0.37,0.00138889,23.07420023,,,,,
38720,10.75555556,10-08-22 16:22:21,92.25,182.98,0.39,0.00138889,24.3214543,,,,,
38725,10.75694444,10-08-22 16:22:26,88.52,183.31,0.33,0.00138888,20.57984027,,,,,
38731,10.75861111,10-08-22 16:22:31,81.07,183.72,0.41,0.00166667,21.3072314,,,,,
38736,10.76,10-08-22 16:22:36,94.73,184.06,0.34,0.00138889,21.20331913,,,,,
38741,10.76138889,10-08-22 16:22:42,83.56,184.42,0.36,0.00138889,22.4505732,,,,,
38746,10.76277778,10-08-22 16:22:47,91,184.81,0.39,0.00138889,24.3214543,,,,,
38751,10.76416667,10-08-22 16:22:52,91,185.13,0.32,0.00138889,19.95606507,,,,,
38757,10.76583333,10-08-22 16:22:57,79.83,185.54,0.41,0.00166666,21.30735925,,,,,
38762,10.76722222,10-08-22 16:23:02,94.73,185.88,0.34,0.00138889,21.20331913,,,,,
38767,10.76861111,10-08-22 16:23:08,87.28,186.23,0.35,0.00138889,21.82694617,,,,,
38772,10.77,10-08-22 16:23:13,88.52,186.64,0.41,0.00138889,25.56870837,,,,,
38777,10.77138889,10-08-22 16:23:18,92.25,186.96,0.32,0.00138889,19.95606507,,,,,
38782,10.77277778,10-08-22 16:23:23,81.07,187.36,0.4,0.00138889,24.94508133,,,,,
38788,10.77444444,10-08-22 16:23:28,94.73,187.71,0.35,0.00166666,18.18920911,,,,,
38793,10.77583333,10-08-22 16:23:33,88.52,188.06,0.35,0.00138889,21.82694617,,,,,
38798,10.77722222,10-08-22 16:23:39,84.8,188.47,0.41,0.00138889,25.56870837,,,,,
38803,10.77861111,10-08-22 16:23:44,93.49,188.79,0.32,0.00138889,19.95606507,,,,,
38808,10.78,10-08-22 16:23:49,81.07,189.18,0.39,0.00138889,24.3214543,,,,,
38814,10.78166667,10-08-22 16:23:54,93.49,189.55,0.37,0.00166667,19.22847712,,,,,
38819,10.78305556,10-08-22 16:23:59,88.52,189.88,0.33,0.00138889,20.5796921,,,,,
38824,10.78444444,10-08-22 16:24:05,83.56,190.29,0.41,0.00138888,25.56889246,,,,,
38829,10.78583333,10-08-22 16:24:10,93.49,190.61,0.32,0.00138889,19.95606507,,,,,
38834,10.78722222,10-08-22 16:24:15,83.56,191,0.39,0.00138889,24.3214543,,,,,
38839,10.78861111,10-08-22 16:24:20,93.49,191.38,0.38,0.00138889,23.69782727,,,,,
38845,10.79027778,10-08-22 16:24:25,89.76,191.71,0.33,0.00166667,17.14972284,,,,,
38850,10.79166667,10-08-22 16:24:31,81.07,192.12,0.41,0.00138889,25.56870837,,,,,
38855,10.79305556,10-08-22 16:24:36,94.73,192.45,0.33,0.00138889,20.5796921,,,,,
38860,10.79444444,10-08-22 16:24:41,86.04,192.81,0.36,0.00138888,22.45073484,,,,,
